Description,Quantity,Revenue,Risk
ROUND WHITE CONFETTI IN TUBE,69,113.85,Normal Demand
RUBY DROP CHANDELIER EARRINGS,8,30.0,Normal Demand
RUBY GLASS CLUSTER BRACELET,29,172.55,Normal Demand
RUBY GLASS CLUSTER EARRINGS,1,1.25,Normal Demand
RUBY GLASS CLUSTER NECKLACE,9,67.5,Normal Demand
RUSSIAN FOLKART STACKING TINS,1,4.95,Normal Demand
RUSTIC  SEVENTEEN DRAWER SIDEBOARD,6,950.0,Normal Demand
"RUSTIC WOODEN CABINET, GLASS DOORS",178,3287.72,Normal Demand
S/12 MINI RABBIT EASTER,128,211.2,Normal Demand
S/12 VANILLA  BOTANICAL T-LIGHTS,403,1181.65,Normal Demand
S/15 SILVER GLASS BAUBLES IN BAG,1573,1897.85,High Demand
S/16 BLACK SHINY/MAT BAUBLES,48,20.16,Normal Demand
S/16 VINTAGE BLACK CUTLERY,199,2278.0499999999997,Normal Demand
S/16 VINTAGE IVORY CUTLERY,276,3420.0,Normal Demand
S/16 VINTAGE PISTACHIO CUTLERY,215,2482.0499999999997,Normal Demand
S/16 VINTAGE RED CUTLERY,253,2836.95,Normal Demand
S/16 VINTAGE ROSE CUTLERY,133,1652.55,Normal Demand
S/16 VINTAGE SKY BLUE CUTLERY,49,624.75,Normal Demand
S/2 BEACH HUT STOOLS,26,206.70000000000002,Normal Demand
S/2 BEACH HUT TREASURE CHESTS,302,661.7,Normal Demand
S/2 HYACINTH BULB CANDLES,1,2.55,Normal Demand
S/2 ZINC HEART DESIGN PLANTERS,50,491.5,Normal Demand
S/3 COLOURS FLOCK TEA TOWELS,1,2.55,Normal Demand
S/3 ENGLISH LAVENDER SQU CANDLE,11,18.15,Normal Demand
S/3 FLWR FAIRY LAVENDER CANDLES,444,949.95,Normal Demand
S/3 FLWR FAIRY LILLY CANDLES,312,666.9000000000001,Normal Demand
S/3 FLWR FAIRY ROSE CANDLES,42,99.9,Normal Demand
S/3 FLWR FAIRY SUMMER CANDLES,144,302.40000000000003,Normal Demand
S/3 FRENCH VANILLA SQU CANDLE,26,42.9,Normal Demand
S/3 PINK COL METAL BASKET W HANDLE,122,900.3000000000001,Normal Demand
S/3 PINK SQUARE PLANTERS ROSES,33,361.34999999999997,Normal Demand
S/3 POT POURI CUSHIONS BLUE COLOURS,22,46.2,Normal Demand
S/3 PUPPIES CHRISTMAS DECORATIONS,101,174.05,Normal Demand
S/3 RABBIT FLOWER/EGG/CARROT ROPE,123,104.55,Normal Demand
S/3 ROSE GARDEN SCENT SQU CANDLE,1,1.65,Normal Demand
S/3 TEAR DROP CUT GLASS DECORATION,429,320.25,Normal Demand
S/4 BLACK DINNER CANDLE SILVER FLOC,661,676.71,Normal Demand
S/4 BLACK DISCO PARTITION PANEL,3,12.75,Normal Demand
S/4 BLACK LOVEBIRD COASTERS,10,25.5,Normal Demand
S/4 BLACK MINI ROSE CANDLE IN BOWL,195,144.63,Normal Demand
S/4 BLUE DINNER CANDLE SILVER FLOCK,413,508.95,Normal Demand
S/4 BLUE ROUND DECOUPAGE BOXES,8294,4445.139999999999,High Demand
S/4 BURGUNDY WINE DINNER CANDLES,777,453.33,Normal Demand
S/4 CACTI CANDLES,847,3894.4500000000003,Normal Demand
S/4 CONTEMPORY PINK ROSEBUD CANDLES,8,16.8,Normal Demand
S/4 CONTEMPORY RED ROSEBUD CANDLES,9,10.9,Normal Demand
S/4 FESTIVE GREEN DINNER CANDLES,717,378.33,Normal Demand
S/4 FESTIVE RED DINNER CANDLES,234,292.5,Normal Demand
S/4 GROOVY CAT MAGNETS,137,226.04999999999998,Normal Demand
"S/4 ICON COASTER,ELVIS LIVES",26,32.5,Normal Demand
S/4 IVORY MINI ROSE CANDLE IN BOWL,769,826.77,Normal Demand
S/4 PINK DINNER CANDLE SILVER FLOCK,389,468.87,Normal Demand
S/4 PINK FLOWER CANDLES IN BOWL,1100,1786.2,Normal Demand
S/4 PISTACHIO LOVEBIRD COASTERS,68,95.39999999999999,Normal Demand
S/4 PURPLE DINNER CANDLE BLK FLOCK,636,660.12,Normal Demand
S/4 ROSE    BOTANICAL  CANDLE,126,469.5,Normal Demand
S/4 ROSE PINK DINNER CANDLES,165,161.85,Normal Demand
S/4 SKY BLUE DINNER CANDLES,157,151.85,Normal Demand
S/4 VALENTINE DECOUPAGE HEART BOX,592,1688.8000000000002,Normal Demand
S/5 MINI ICE CREAM FRIDGE MAGNETS,1992,625.1999999999999,High Demand
S/6 CHRISTMAS TREE PLACE SETTING,1,3.75,Normal Demand
"S/6 HALLOWEEN GHOST T LIGHTS, 5CM H",1036,435.12,Normal Demand
S/6 MULTICOLOUR ORNAMENETAL CANDLE,171,176.75,Normal Demand
S/6 PAPER BOXES BLOSSOM IMAGES ,15,63.75,Normal Demand
S/6 PAPER BOXES CURIOUS IMAGES ,36,127.2,Normal Demand
S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75,Normal Demand
S/6 PINK EASTER DECS IN BOX,105,89.25,Normal Demand
S/6 SCANDINAVIAN HEART T-LIGHT,1,2.55,Normal Demand
S/6 SEW ON CROCHET FLOWERS,57,71.25,Normal Demand
S/6 SILVER ORNAMENETAL CANDLE,97,82.45,Normal Demand
S/6 WOODEN SKITTLES IN COTTON BAG,2263,6209.150000000001,High Demand
S/60 PINK FLUFFY CHICKS IN BOX,82,179.1,Normal Demand
SALLE DE BAIN HOOK,1702,2075.54,High Demand
SALT AND PEPPER SHAKERS TOADSTOOLS,393,477.57,Normal Demand
SANDALWOOD FAN,2603,1729.35,High Demand
SANDALWOOD INCENSE IN TIN,16,20.0,Normal Demand
SANDWICH BATH SPONGE,2087,2608.75,High Demand
SAVE THE PLANET COTTON TOTE BAG,1687,3471.75,High Demand
SAVE THE PLANET MUG,5969,6516.85,High Demand
SAVOY ART DECO CLOCK,166,2001.3,Normal Demand
SCALLOP SHELL SOAP DISH,1613,777.3,High Demand
SCANDINAVIAN 3 HEARTS NAPKIN RING,322,209.3,Normal Demand
SCANDINAVIAN PAISLEY PICNIC BAG,1065,2936.15,Normal Demand
SCANDINAVIAN REDS RIBBONS,3358,4142.78,High Demand
SCENTED CANDLE IN DIGITALIS TIN,190,399.0,Normal Demand
SCENTED VELVET LOUNGE CANDLE ,2316,1078.44,High Demand
SCHOOL DESK AND CHAIR ,4,260.0,Normal Demand
SCOTTIE DOG HOT WATER BOTTLE,5184,24062.7,High Demand
SCOTTIE DOGS BABY BIB,68,85.0,Normal Demand
SCOTTIE DOGS CHILDRENS OVERALL,3,6.300000000000001,Normal Demand
SCOTTIES CHILDRENS APRON,395,601.35,Normal Demand
SCOTTIES DES CHILD'S APRON,236,389.4,Normal Demand
SCOTTIES DESIGN BABY BIB,101,126.25,Normal Demand
SCOTTIES DESIGN CHILD'S OVERALL,44,92.4,Normal Demand
SCOTTIES DESIGN WASHBAG,222,432.9,Normal Demand
SCOTTS ROSES TILE COASTER,54,67.5,Normal Demand
SCULPTED ROUND IVORY CANDLE ,44,9.24,Normal Demand
SEAGRASS S/2 CORNER LAUNDRY ,4,51.9,Normal Demand
SEAGRASS S/3 SQU LAUNDRY BOX,11,110.0,Normal Demand
SEASIDE FLYING DISC,721,869.33,Normal Demand
SEASIDE FRISBEE ,303,360.51,Normal Demand
SEASIDE STRIPE HAMMOCK,179,1387.05,Normal Demand
SET 10 LIGHTS NIGHT OWL,1051,6769.45,Normal Demand
SET 12 KIDS  WHITE CHALK STICKS,3835,1589.1,High Demand
SET 12 KIDS COLOUR  CHALK STICKS,7226,2913.96,High Demand
SET 12 LAVENDER  BOTANICAL T-LIGHTS,740,2096.6000000000004,Normal Demand
SET 12 PEAR BOTANICAL T-LIGHTS,529,1493.3500000000001,Normal Demand
SET 12 RETRO WHITE CHALK STICKS,6157,2483.7,High Demand
SET 12 WILDFLOWER BOTANICAL T-LIGHT,676,1912.6000000000001,Normal Demand
SET 20 NAPKINS FAIRY CAKES DESIGN ,2406,1803.1799999999998,High Demand
SET 3 JARDIN DE FEMME SCENT CANDLES,359,499.81,Normal Demand
"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",1426,6605.1,High Demand
"SET 3 RETROSPOT TEA,COFFEE,SUGAR",272,1262.4,Normal Demand
SET 3 WICKER LOG BASKETS,397,7320.15,Normal Demand
SET 3 WICKER OVAL BASKETS W LIDS,26,482.7,Normal Demand
SET 3 WICKER STORAGE BASKETS ,13,312.35,Normal Demand
SET 4 EASTER DECOUPAGE OVAL BOXES,14,41.300000000000004,Normal Demand
SET 4 NURSERY DES ROUND BOXES,2992,1223.2,High Demand
SET 5 MINI CHOCOLATE FRIDGE MAGNETS,108,82.44,Normal Demand
SET 5 MINI DOUGHNUT FRIDGE MAGNET ,372,295.08000000000004,Normal Demand
SET 5 MINI GATEAUX  FRIDGE MAGNETS,2636,918.6800000000001,High Demand
SET 6 FOOTBALL CELEBRATION CANDLES,1487,1390.27,High Demand
SET 7 BABUSHKA NESTING BOXES,1920,15315.300000000001,High Demand
SET 72 CAKE CASES VINTAGE CHRISTMAS,672,291.6,Normal Demand
SET OF 12  VINTAGE POSTCARD SET,587,676.05,Normal Demand
SET OF 12 LILY BOTANICAL T-LIGHTS,735,2110.65,Normal Demand
SET OF 12 MINI BUNNIES IN A BUCKET,1635,888.0600000000001,High Demand
SET OF 12 ROSE BOTANICAL T-LIGHTS,1559,4311.05,High Demand
SET OF 16 VINTAGE BLACK CUTLERY,29,369.75,Normal Demand
SET OF 16 VINTAGE IVORY CUTLERY,2,25.5,Normal Demand
SET OF 16 VINTAGE PISTACHIO CUTLERY,51,650.25,Normal Demand
SET OF 16 VINTAGE RED CUTLERY,28,357.0,Normal Demand
SET OF 16 VINTAGE ROSE CUTLERY,75,913.05,Normal Demand
SET OF 16 VINTAGE SKY BLUE CUTLERY,30,382.5,Normal Demand
SET OF 2 CHRISTMAS DECOUPAGE CANDLE,164,200.44,Normal Demand
SET OF 2 FANCY FONT TEA TOWELS,1053,3042.3500000000004,Normal Demand
SET OF 2 ROUND TINS CAMEMBERT ,650,1845.5000000000002,Normal Demand
SET OF 2 ROUND TINS DUTCH CHEESE,457,1319.3500000000001,Normal Demand
SET OF 2 TEA TOWELS APPLE AND PEARS,806,2337.7000000000003,Normal Demand
SET OF 2 TEA TOWELS PING MICROWAVE,101,295.55,Normal Demand
SET OF 2 TINS JARDIN DE PROVENCE,326,1596.9,Normal Demand
SET OF 2 TINS VINTAGE BATHROOM ,670,2797.5,Normal Demand
SET OF 2 WOODEN MARKET CRATES,541,6595.349999999999,Normal Demand
SET OF 20 KIDS COOKIE CUTTERS,3426,6491.7,High Demand
SET OF 20 VINTAGE CHRISTMAS NAPKINS,7740,5986.8,High Demand
SET OF 3 BABUSHKA STACKING TINS,797,3833.15,Normal Demand
SET OF 3 BIRD L.BLUE FEATHER,360,349.2,Normal Demand
SET OF 3 BIRD LIGHT PINK FEATHER ,300,375.0,Normal Demand
SET OF 3 BLACK FLYING DUCKS,779,2809.15,Normal Demand
SET OF 3 BLUE STRIPE BASKET,436,3632.9700000000003,Normal Demand
SET OF 3 BUTTERFLY COOKIE CUTTERS,4379,5200.15,High Demand
SET OF 3 CASES WOODLAND DESIGN,927,5298.650000000001,Normal Demand
SET OF 3 CHRISTMAS BRIAR CANDLES,171,602.85,Normal Demand
SET OF 3 COLOURED  FLYING DUCKS,2703,12847.35,High Demand
SET OF 3 CONEY ISLAND OVAL BOXES,250,920.7,Normal Demand
SET OF 3 DANISH ROSE PLANTERS,906,1022.5,Normal Demand
SET OF 3 GOLD FLYING DUCKS,225,855.31,Normal Demand
SET OF 3 HEART COOKIE CUTTERS,5111,6274.75,High Demand
SET OF 3 NOTEBOOKS IN PARCEL,3763,6036.15,High Demand
SET OF 3 PINK FLYING DUCKS,83,349.15,Normal Demand
SET OF 3 RABBIT CARROTS EASTER,78,66.3,Normal Demand
SET OF 3 RABBIT EGG EASTER,33,28.049999999999997,Normal Demand
SET OF 3 RED STRIPE BASKETS,323,2769.44,Normal Demand
SET OF 3 SILVER FLYING DUCKS,136,388.4,Normal Demand
SET OF 3 VINTAGE TEA TIME BOXES,139,376.35,Normal Demand
SET OF 3 WICKER BASKET ROSE,70,561.8,Normal Demand
SET OF 3 WICKER BASKET TEA AND CAKE,27,332.6,Normal Demand
SET OF 36 DINOSAUR PAPER DOILIES,708,1026.6,Normal Demand
SET OF 36 DOILIES SPACEBOY DESIGN ,389,535.25,Normal Demand
SET OF 36 DOILIES VINTAGE CHRISTMAS,444,557.4,Normal Demand
SET OF 36 MUSHROOM PAPER DOILIES,1461,2032.05,High Demand
SET OF 36 PAISLEY FLOWER DOILIES,4619,6436.799999999999,High Demand
SET OF 36 SILVER PAPER DOILIES,415,601.75,Normal Demand
SET OF 36 TEATIME PAPER DOILIES,4913,6947.25,High Demand
SET OF 4 BLACK LOVEBIRD COASTERS,22,56.1,Normal Demand
SET OF 4 CAROUSEL PLACEMATS ,61,78.75,Normal Demand
SET OF 4 DIAMOND NAPKIN RINGS,234,1575.5,Normal Demand
SET OF 4 DOTTY PLACEMATS ,54,183.3,Normal Demand
SET OF 4 ENGLISH ROSE COASTERS,1130,1408.7,High Demand
SET OF 4 ENGLISH ROSE PLACEMATS,466,1670.7,Normal Demand
SET OF 4 FAIRY CAKE PLACEMATS,310,1095.3,Normal Demand
SET OF 4 FAIRY CAKE PLACEMATS ,199,733.45,Normal Demand
SET OF 4 FAIRY CAKES COASTERS ,1094,1285.8,Normal Demand
SET OF 4 GREEN CAROUSEL COASTERS,103,41.75,Normal Demand
SET OF 4 NAPKIN CHARM CUTLERY,18,45.900000000000006,Normal Demand
SET OF 4 NAPKIN CHARMS 3 KEYS ,115,293.25,Normal Demand
SET OF 4 NAPKIN CHARMS CROWNS ,111,268.65000000000003,Normal Demand
SET OF 4 NAPKIN CHARMS CUTLERY,753,1869.75,Normal Demand
SET OF 4 NAPKIN CHARMS HEARTS,856,2096.4,Normal Demand
SET OF 4 NAPKIN CHARMS INSTRUMENT,145,355.35,Normal Demand
SET OF 4 NAPKIN CHARMS INSTUMENT   ,12,30.6,Normal Demand
SET OF 4 NAPKIN CHARMS LEAVES   ,226,561.9,Normal Demand
SET OF 4 NAPKIN CHARMS STARS   ,713,1731.75,Normal Demand
SET OF 4 NEW ENGLAND COASTERS ,1092,415.0,Normal Demand
SET OF 4 NEW ENGLAND PLACEMATS,2744,2298.0,High Demand
SET OF 4 PASTEL STACKING MUGS,13,33.15,Normal Demand
SET OF 4 PISTACHIO LOVEBIRD COASTER,31,79.05,Normal Demand
SET OF 4 POLKADOT COASTERS,19,23.75,Normal Demand
SET OF 4 POLKADOT PLACEMATS ,19,71.25,Normal Demand
SET OF 4 POLKADOTS COASTERS,109,132.45,Normal Demand
SET OF 4 ROSE BOTANICAL CANDLES,79,296.25,Normal Demand
SET OF 6 3D KIT CARDS FOR KIDS,1326,1127.1,High Demand
SET OF 6 CAKE CHOPSTICKS,1580,1765.24,High Demand
SET OF 6 DOTS CHOPSTICKS,185,197.05,Normal Demand
SET OF 6 FUNKY BEAKERS,323,945.6500000000001,Normal Demand
SET OF 6 GIRLS CELEBRATION CANDLES,1723,1559.99,High Demand
SET OF 6 HALLOWEEN GHOST T-LIGHTS,536,225.12,Normal Demand
SET OF 6 HEART CHOPSTICKS,790,982.94,Normal Demand
SET OF 6 ICE CREAM SKITTLES,216,637.2,Normal Demand
SET OF 6 KASHMIR FOLKART BAUBLES,367,1559.75,Normal Demand
SET OF 6 RIBBONS VINTAGE CHRISTMAS,6011,13452.45,High Demand
SET OF 6 SOLDIER SKITTLES,1599,5827.05,High Demand
SET OF 6 SPICE TINS PANTRY DESIGN,6,23.700000000000003,Normal Demand
SET OF 6 STRAWBERRY CHOPSTICKS,1758,1992.3000000000002,High Demand
SET OF 6 T-LIGHTS CACTI ,122,340.70000000000005,Normal Demand
SET OF 6 T-LIGHTS EASTER CHICKS,81,219.75000000000003,Normal Demand
SET OF 6 T-LIGHTS SANTA,1329,3757.3500000000004,High Demand
SET OF 6 T-LIGHTS SNOWMEN,1265,3573.3500000000004,High Demand
SET OF 6 T-LIGHTS TOADSTOOLS,554,1562.3000000000002,Normal Demand
SET OF 6 T-LIGHTS WEDDING CAKE ,179,489.65000000000003,Normal Demand
SET OF 6 VINTAGE NOTELETS KIT,934,1013.6999999999999,Normal Demand
SET OF 72 BLACK PAPER DOILIES ,122,176.89999999999998,Normal Demand
SET OF 72 GREEN PAPER DOILIES,545,790.25,Normal Demand
SET OF 72 IVORY PAPER DOILIES,1884,2578.2,High Demand
SET OF 72 PINK HEART PAPER DOILIES,3718,5274.37,High Demand
SET OF 72 RETRO SPOT PAPER  DOILIES,7488,10423.199999999999,High Demand
SET OF 72 RETROSPOT PAPER  DOILIES,1688,2387.7999999999997,High Demand
SET OF 72 SKULL PAPER  DOILIES,1520,2069.6,High Demand
SET OF 9 BLACK SKULL BALLOONS,3651,2973.35,High Demand
SET OF 9 HEART SHAPED BALLOONS,2130,2643.5,High Demand
SET OF MEADOW  FLOWER STICKERS,161,375.65000000000003,Normal Demand
SET OF PICTURE FRAME  STICKERS,166,426.70000000000005,Normal Demand
SET OF RED SALAD SERVERS ,400,596.0,Normal Demand
SET OF SALT AND PEPPER TOADSTOOLS,665,803.89,Normal Demand
SET OF SIX SILVER+RED FLOCK BAUBLES,2,1.7,Normal Demand
SET OF SKULL WALL STICKERS,304,699.4,Normal Demand
SET OF THREE 50'S GIFT WRAPS ,598,1047.6,Normal Demand
SET OF THREE VINTAGE GIFT WRAPS,2827,5167.049999999999,High Demand
SET/10 BLUE POLKADOT PARTY CANDLES,1168,1405.28,High Demand
SET/10 BLUE SPOTTY PARTY CANDLES,4883,5921.35,High Demand
SET/10 IVORY POLKADOT PARTY CANDLES,377,471.25,Normal Demand
SET/10 IVORY SPOTTY PARTY CANDLES,1252,1555.88,High Demand
SET/10 PINK POLKADOT PARTY CANDLES,1605,1896.81,High Demand
SET/10 PINK SPOTTY PARTY CANDLES,5636,6807.88,High Demand
SET/10 RED POLKADOT PARTY CANDLES,2457,2907.09,High Demand
SET/10 RED SPOTTY PARTY CANDLES,6495,7826.91,High Demand
SET/12 FUNKY FELT FLOWER PEG IN BAG,197,413.70000000000005,Normal Demand
SET/12 TAPER CANDLES,600,464.64,Normal Demand
SET/12 ZINC CHRISTMAS DECORATIONS,91,191.10000000000002,Normal Demand
SET/16 WHITE SHINY & MATT BAUBLES,80,47.04,Normal Demand
SET/2 BLUE  NOODLE BASKETS,57,111.14999999999999,Normal Demand
SET/2 CHRISTMAS DECOUPAGE CANDLES,40,50.0,Normal Demand
SET/2 RED RETROSPOT TEA TOWELS ,752,2058.4,Normal Demand
SET/2 RED SPOTTY TEA TOWELS ,2533,7225.150000000001,High Demand
SET/2 SPOTTY + ROSE TEA TOWELS ,1,2.55,Normal Demand
SET/2 TEA TOWELS MODERN VINTAGE,1,2.55,Normal Demand
SET/20 COLLAGE PAPER NAPKIN ,759,584.67,Normal Demand
SET/20 FRUIT SALAD PAPER NAPKINS ,7062,1764.3,High Demand
SET/20 POSIES PAPER NAPKINS,4,3.4,Normal Demand
SET/20 RED RETROSPOT PAPER NAPKINS ,2722,2112.1,High Demand
SET/20 RED SPOTTY PAPER NAPKINS ,15165,11310.21,High Demand
SET/20 STRAWBERRY PAPER NAPKINS ,4068,3135.24,High Demand
SET/20 WOODLAND PAPER NAPKINS ,2745,1990.53,High Demand
SET/3 CHRISTMAS BRIAR CANDLES,88,330.0,Normal Demand
SET/3 CHRISTMAS DECOUPAGE CANDLES,467,556.39,Normal Demand
SET/3 COLOUR PAINTED KASHMIRI STOOL,3,179.85000000000002,Normal Demand
SET/3 DECOUPAGE STACKING TINS,465,2200.95,Normal Demand
SET/3 FLORAL GARDEN TOOLS IN BAG,280,1994.0,Normal Demand
SET/3 OCEAN SCENT CANDLE JEWEL BOX,635,2568.51,Normal Demand
SET/3 POLKA DOT STACKING TINS,249,1215.75,Normal Demand
SET/3 POLKADOT STACKING TINS,32,158.4,Normal Demand
SET/3 POT PLANT CANDLES,113,582.85,Normal Demand
SET/3 RABBITS FLOWER SKIPPPING ROPE,133,113.05,Normal Demand
SET/3 RED GINGHAM ROSE STORAGE BOX,1590,5779.14,High Demand
SET/3 ROSE CANDLE IN JEWELLED BOX,509,2058.53,Normal Demand
SET/3 RUSSIAN DOLL STACKING TINS,1866,8864.300000000001,High Demand
SET/3 TALL GLASS CANDLE HOLDER PINK,86,699.7,Normal Demand
SET/3 VANILLA SCENTED CANDLE IN BOX,1195,4760.19,High Demand
SET/4 2 TONE EGG SHAPE MIXING BOWLS,58,559.5799999999999,Normal Demand
SET/4 BADGES BALLOON GIRL,535,666.85,Normal Demand
SET/4 BADGES BEETLES,336,420.0,Normal Demand
SET/4 BADGES CUTE CREATURES,262,327.5,Normal Demand
SET/4 BADGES DOGS,287,358.75,Normal Demand
SET/4 BADGES WOODLAND ANIMAL,482,564.5,Normal Demand
SET/4 BIRD MIRROR MAGNETS ,236,330.48,Normal Demand
SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,Normal Demand
SET/4 BLUE FLOWER CANDLES IN BOWL,2292,3501.0,High Demand
SET/4 BUTTERFLY MIRROR MAGNETS,649,537.3,Normal Demand
SET/4 COLOURFUL MIXING BOWLS,38,369.34,Normal Demand
SET/4 DAISY MIRROR MAGNETS,185,140.82,Normal Demand
SET/4 GARDEN ROSE DINNER CANDLE,18,29.7,Normal Demand
SET/4 MODERN VINTAGE COTTON NAPKINS,83,244.85000000000002,Normal Demand
SET/4 PINK ORCHID CANDLES IN BOWL,1818,2397.7799999999997,High Demand
SET/4 RED MINI ROSE CANDLE IN BOWL,674,512.1,Normal Demand
SET/4 SCENTED CANDLES IN RAMEKINS,454,592.5,Normal Demand
SET/4 SKULL BADGES,1252,1561.2,High Demand
SET/4 SPRING FLOWER DECORATION,95,280.25000000000006,Normal Demand
SET/4 WHITE RETRO STORAGE CUBES ,650,23252.500000000004,Normal Demand
SET/5 BLUE SPOTTY LID GLASS BOWLS,295,787.05,Normal Demand
SET/5 RED RETROSPOT LID GLASS BOWLS,2100,5853.8,High Demand
SET/5 RED SPOTTY LID GLASS BOWLS,10238,27778.9,High Demand
SET/6  ANGEL T-LIGHTS WHITE/GOLD,652,282.96999999999997,Normal Demand
SET/6 3D KIT CARDS FOR KIDS,545,412.84999999999997,Normal Demand
SET/6 BEAD COASTERS GAUZE BAG GOLD,115,143.75,Normal Demand
SET/6 BLACK BIRD T-LIGHT CANDLES,68,137.88,Normal Demand
SET/6 BLACK GLITTER REINDEER CANDLE,4,3.36,Normal Demand
SET/6 BLACK ROSE T-LIGHT CANDLES,48,81.12,Normal Demand
SET/6 BLACK SNOWFLAKE T-LIGHTS ,387,201.91,Normal Demand
SET/6 CHRISTMAS ICICLE T-LIGHTS,34,42.5,Normal Demand
SET/6 COLLAGE PAPER CUPS,287,186.55,Normal Demand
SET/6 COLLAGE PAPER PLATES,623,339.46999999999997,Normal Demand
SET/6 EAU DE NIL BIRD T-LIGHTS,180,258.0,Normal Demand
SET/6 FROG PRINCE T-LIGHT CANDLES,520,934.8,Normal Demand
SET/6 FRUIT SALAD  PAPER PLATES,14633,2093.09,High Demand
SET/6 FRUIT SALAD PAPER CUPS,14927,1377.91,High Demand
SET/6 GARDEN GNOME T-LIGHT CANDLES,113,312.55,Normal Demand
SET/6 GINGERBREAD STAR T-LIGHTS,332,415.0,Normal Demand
SET/6 GINGERBREAD TREE T-LIGHTS,6,7.5,Normal Demand
SET/6 GOLD REINDEER T-LIGHT CANDLES,201,225.55,Normal Demand
SET/6 GREEN SPRING  PAPER PLATE,32,27.2,Normal Demand
SET/6 GREEN SPRING PAPER CUPS,87,56.550000000000004,Normal Demand
SET/6 IVORY BIRD T-LIGHT CANDLES,799,1378.32,Normal Demand
SET/6 PINK  BUTTERFLY T-LIGHTS,3649,6978.200000000001,High Demand
SET/6 PINK BIRD T-LIGHT CANDLES,220,277.08,Normal Demand
SET/6 POSIES PAPER CUPS,94,61.1,Normal Demand
SET/6 POSIES PAPER PLATES,147,124.94999999999999,Normal Demand
SET/6 PURPLE BUTTERFLY T-LIGHTS,1257,2482.26,High Demand
SET/6 RED SPOTTY PAPER CUPS,9481,5657.21,High Demand
SET/6 RED SPOTTY PAPER PLATES,10926,7957.799999999999,High Demand
SET/6 SILVER REINDEER T-LIGHTS,242,252.2,Normal Demand
SET/6 STRAWBERRY PAPER CUPS,13284,1506.6000000000001,High Demand
SET/6 STRAWBERRY PAPER PLATES,12806,1504.94,High Demand
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2429,4686.530000000001,High Demand
SET/6 WOODLAND PAPER CUPS,13712,1843.1200000000001,High Demand
SET/6 WOODLAND PAPER PLATES,13668,1817.16,High Demand
SET/9 CHRISTMAS T-LIGHTS SCENTED ,689,833.89,Normal Demand
SET3 BOOK BOX GREEN GINGHAM FLOWER ,1703,6620.75,High Demand
SEWING BOX RETROSPOT DESIGN ,174,2793.2999999999997,Normal Demand
SEWING SUSAN 21 NEEDLE SET,1792,1341.76,High Demand
SHAKER THROW  QUILTED,52,811.8,Normal Demand
SHOE SHINE BOX ,188,1847.3999999999999,Normal Demand
SHOPPING BAG DOORSTOP,69,104.25,Normal Demand
"SILICON CUBE 25W, BLUE",1,0.42,Normal Demand
SILICON STAR BULB  BLUE,12,5.04,Normal Demand
SILK PURSE BABUSHKA BLUE,281,941.35,Normal Demand
SILK PURSE BABUSHKA PINK,410,1373.5,Normal Demand
SILK PURSE BABUSHKA RED,512,1691.2,Normal Demand
SILK PURSE RUSSIAN DOLL BLUE,371,1218.8500000000001,Normal Demand
SILK PURSE RUSSIAN DOLL PINK,447,1449.45,Normal Demand
SILK PURSE RUSSIAN DOLL RED,575,1854.25,Normal Demand
SILVER  CANDLEPOT JARDIN ,244,914.2,Normal Demand
SILVER 2 STRAND NECKLACE-LEAF CHARM,6,45.0,Normal Demand
SILVER APERITIF GLASS,79,162.32000000000002,Normal Demand
SILVER BLACK ORBIT BRACELET,6,29.7,Normal Demand
SILVER BLACK ORBIT DROP EARRINGS,8,34.0,Normal Demand
SILVER BLUE EGG T-LIGHT HOLDER,483,189.89,Normal Demand
SILVER BOOK MARK WITH BEADS,68,57.8,Normal Demand
SILVER BRACELET W PASTEL FLOWER,36,265.0,Normal Demand
SILVER CHARM NECKLACE 70CM,60,450.0,Normal Demand
SILVER CHERRY LIGHTS,59,338.45000000000005,Normal Demand
SILVER CHRISTMAS TREE BAUBLE STAND ,174,2833.2999999999997,Normal Demand
SILVER DIAMANTE PEN IN GIFT BOX,428,858.6,Normal Demand
SILVER DISCO HANDBAG,161,312.55,Normal Demand
SILVER DROP EARRINGS WITH FLOWER,24,90.0,Normal Demand
SILVER FABRIC MIRROR,408,278.4,Normal Demand
SILVER FINCH DECORATION,187,206.39000000000001,Normal Demand
SILVER FISHING GNOME ,60,377.0,Normal Demand
SILVER FLOWR PINK SHELL NECKLACE,8,60.0,Normal Demand
SILVER GLASS T-LIGHT SET,139,410.05000000000007,Normal Demand
SILVER GLITTER FLOWER VOTIVE HOLDER,1489,478.85,High Demand
SILVER HANGING T-LIGHT HOLDER,7258,11254.5,High Demand
SILVER HANGING T-LIGHT HOLDER DOME,268,442.2,Normal Demand
SILVER HEART COMPACT MIRROR,7,26.25,Normal Demand
SILVER HOOP EARRINGS WITH FLOWER,29,172.55,Normal Demand
SILVER JEWELLED MIRROR TRINKET TRAY,29,288.54999999999995,Normal Demand
SILVER LARIAT 40CM,10,127.5,Normal Demand
SILVER LARIAT BLACK STONE EARRINGS,13,55.25,Normal Demand
SILVER LATTICE VANILLA CANDLE POT,484,1796.28,Normal Demand
